College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST,Year
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CS,COMPUTER SCIENCE AND ENGINEERING,200.0,200.0,199.0,199.3333333,,,197.5,197.5,,2022
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CM,COMPUTER SCIENCE AND ENGINEERING (SS),199.5,199.5,198.0,198.5,,,194.5,189.5,189.0,2022
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,199.5,199.0,198.0,198.0,,,194.0,185.0,,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CM,COMPUTER SCIENCE AND ENGINEERING (SS),199.5,198.5,197.0,196.5,,,186.0,178.0,185.0,2022
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IM,INFORMATION TECHNOLOGY (SS),199.0,198.5,197.5,196.5,,,192.0,187.5,185.0,2022
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CS,COMPUTER SCIENCE AND ENGINEERING,199.0,198.5,197.5,197.5,,,193.0,184.5,,2022
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu District 603110",CS,COMPUTER SCIENCE AND ENGINEERING,198.5,198.0,196.5,195.5,,,187.5,173.5,185.0,2022
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),198.5,198.5,196.0,196.5,,,191.0,,187.5,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,198.5,198.0,196.0,195.5,,,185.0,195.0,183.0,2022
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CM,COMPUTER SCIENCE AND ENGINEERING (SS),198.5,198.0,197.0,197.0,,,191.0,182.295,,2022
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,198.0,197.5,195.0,196.5,,,190.5,178.0,177.57,2022
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",CS,COMPUTER SCIENCE AND ENGINEERING,198.0,197.0,197.5,195.5,,,186.305,189.5,,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",IM,INFORMATION TECHNOLOGY (SS),198.0,197.5,196.0,194.5,,,183.5,179.0,180.755,2022
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",IM,INFORMATION TECHNOLOGY (SS),198.0,197.5,196.0,195.5,,,187.5,181.0,183.5,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CG,Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),197.5,197.0,195.5,195.5,,,185.5,176.535,182.0,2022
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu District 603110",IT,INFORMATION TECHNOLOGY,197.5,197.0,195.5,194.0,,,186.0,171.5,166.0,2022
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),197.5,197.0,196.0,196.0,,,189.0,176.0,,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),197.5,197.0,194.0,194.0,,,179.0,178.5,,2022
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,197.5,197.0,194.5,195.5,,,189.5,181.855,,2022
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),197.5,197.0,196.0,195.5,,,189.0,180.0,186.5,2022
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu District 603110",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,197.0,196.5,195.5,194.0,,,185.0,174.0,176.0,2022
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CS,COMPUTER SCIENCE AND ENGINEERING,197.0,196.5,195.5,194.0,,,183.5,183.5,184.5,2022
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,197.0,196.0,194.0,193.0,,,183.5,179.5,,2022
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,196.5,195.5,191.5,192.5,,,183.5,,172.295,2022
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CM,COMPUTER SCIENCE AND ENGINEERING (SS),196.5,196.5,194.5,193.0,,,182.9,178.5,,2022
2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",CS,COMPUTER SCIENCE AND ENGINEERING,196.5,196.0,192.0,193.5,,,177.5,172.5,,2022
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",CM,COMPUTER SCIENCE AND ENGINEERING (SS),196.5,196.0,194.5,191.5,,,177.5,176.0,162.5,2022
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",CS,COMPUTER SCIENCE AND ENGINEERING,196.5,195.5,192.0,194.0,,,186.0,180.275,,2022
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,196.5,196.0,194.5,192.5,,,181.03,178.0,,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,196.5,196.0,193.5,192.5,,,182.535,187.5,187.5,2022
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",RA,ROBOTICS AND AUTOMATION (SS),196.0,195.0,193.0,193.0,,,185.0,185.0,,2022
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",BY,BIO MEDICAL ENGINEERING (SS),196.0,193.0,194.5,192.0,,,186.185,178.405,193.725,2022
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",IM,INFORMATION TECHNOLOGY (SS),196.0,196.0,194.5,192.5,,,181.0,177.0,177.5,2022
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),196.0,195.0,,192.0,,,180.12,171.5,166.5,2022
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),195.5,195.0,192.0,191.715,,,177.5,166.165,,2022
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),195.5,194.0,190.0,190.5,,,177.79,160.5,,2022
2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,195.5,195.0,193.5,191.34,,,175.605,167.0,,2022
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",CS,COMPUTER SCIENCE AND ENGINEERING,195.5,193.5,193.5,191.5,,,175.0,154.5,128.5,2022
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,195.5,194.5,194.5,193.0,,,183.5,166.755,,2022
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu District 603110",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,195.5,195.0,192.5,191.5,,,179.5,158.5,174.5,2022
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",IT,INFORMATION TECHNOLOGY,195.5,194.0,195.0,193.5,,,185.0,181.79,162.78,2022
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",ME,MECHANICAL ENGINEERING,195.5,193.0,191.5,190.0,,,185.0,184.5,160.37,2022
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",CS,COMPUTER SCIENCE AND ENGINEERING,195.5,194.5,193.0,191.5,,,174.0,172.5,162.0,2022
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai-Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram District 602105",CS,COMPUTER SCIENCE AND ENGINEERING,195.5,193.295,189.0,190.0,,,175.5,152.5,171.5,2022
2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,195.5,194.5,192.5,191.0,,,174.295,166.0,172.67,2022
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",IT,INFORMATION TECHNOLOGY,195.0,194.0,192.5,190.5,,,172.5,166.0,,2022
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",IM,INFORMATION TECHNOLOGY (SS),195.0,194.5,194.5,190.5,,,175.5,161.5,139.5,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",RA,ROBOTICS AND AUTOMATION (SS),194.5,193.0,192.5,188.5,,,173.5,,167.0,2022
2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,194.5,193.5,189.3333333,189.5,,,170.5,150.0,,2022
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AE,AERONAUTICAL ENGINEERING,194.5,193.0,192.0,190.0,,,187.5,172.975,,2022
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",CW,Computer Science and Business System (SS),194.5,193.71,189.5,189.5,,,170.0,123.5,165.5,2022
5012,"Central Electrochemical Research Institute CECRI), Karaikudi, Sivagangai District 630006",CC,CHEMICAL AND ELECTRO CHEMICAL ENGINEERING (SS),194.5,193.5,192.5,188.0,,,173.5,161.43,,2022
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,194.0,193.0,192.0,189.0,,,177.78,171.5,149.22,2022
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IB,INDUSTRIAL BIO TECHNOLOGY,194.0,191.5,186.5,186.405,,,175.0,167.0,,2022
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",CS,COMPUTER SCIENCE AND ENGINEERING,194.0,193.0,189.5,188.5,,,168.0,159.5,160.5,2022
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,194.0,193.5,188.5,189.5,,,169.5,169.355,,2022
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,194.0,191.0,191.93,188.5,,,167.5,150.0,,2022
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CH,CHEMICAL ENGINEERING,194.0,191.0,179.395,186.5,,,180.5,180.0,160.78,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ME,MECHANICAL ENGINEERING,194.0,192.5,187.0,189.5,,,176.5,171.0,168.5,2022
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,193.6666667,192.5,188.5,188.5,,,167.0,161.5,148.76,2022
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CE,CIVIL ENGINEERING,193.5,191.5,186.755,189.0,,,183.5,174.0,,2022
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu District 603110",BM,BIO MEDICAL ENGINEERING,193.5,191.87,193.0,189.0,,,176.0,121.0,,2022
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,193.5,193.0,190.0,187.0,,,180.0,173.0,169.5,2022
2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",CS,COMPUTER SCIENCE AND ENGINEERING,193.5,192.0,191.5,189.5,,,181.0,178.295,,2022
2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,193.43,191.0,190.0,188.0,,,164.0,138.5,168.5,2022
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CS,COMPUTER SCIENCE AND ENGINEERING,193.08,190.635,189.5,188.0,,,172.5,117.5,135.0,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BS,BIO TECHNOLOGY (SS),193.0,191.0,184.81,189.0,,,170.5,172.5,,2022
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,193.0,191.5,191.0,188.5,,,178.97,176.635,,2022
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",IT,INFORMATION TECHNOLOGY,193.0,192.0,190.0,189.0,,,169.0,143.0,132.0,2022
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai-Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram District 602105",IT,INFORMATION TECHNOLOGY,193.0,192.0,187.0,187.5,,,167.5,122.5,,2022
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",GI,GEO INFORMATICS,193.0,190.0,188.5,189.5,,,177.5,180.715,,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CE,CIVIL ENGINEERING,193.0,191.0,185.75,184.0,,,172.5,180.0,,2022
5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",CS,COMPUTER SCIENCE AND ENGINEERING,192.5,190.0,192.0,188.0,,,174.045,166.5,,2022
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,192.5,191.0,190.0,188.365,,,167.5,139.5,166.525,2022
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,192.5,191.5,186.23,186.635,,,169.7,151.5,,2022
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IS,INDUSTRIAL BIO TECHNOLOGY (SS),192.5,190.0,,184.0,,,173.0,,,2022
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,COMPUTER SCIENCE AND ENGINEERING,192.5,190.0,183.5,186.995,,,166.5,144.5,141.0,2022
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",IT,INFORMATION TECHNOLOGY,192.5,191.5,186.5,187.0,,,166.42,152.5,124.0,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BY,BIO MEDICAL ENGINEERING (SS),192.5,190.78,187.04,186.0,,,168.0,167.5,,2022
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),192.0,191.0,189.06,185.0,,,166.5,166.5,,2022
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",SC,Computer Science and Engineering (Cyber Security),192.0,190.0,191.0,187.5,,,177.35,147.0,118.5,2022
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),192.0,191.5,191.0,188.5,,,169.5,155.5,164.0,2022
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,192.0,189.5,188.5,185.0,,,172.56,150.5,,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",IY,INSTRUMENTATION AND CONTROL ENGINEERING (SS),192.0,190.5,189.5,185.5,,,168.0,148.0,124.0,2022
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu District 603110",ME,MECHANICAL ENGINEERING,192.0,190.0,188.0,187.0,,,171.0,150.0,,2022
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,192.0,190.0,187.5,187.0,,,163.0,142.5,,2022
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),192.0,191.0,187.67,188.3333333,,,170.0,165.51,,2022
2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,191.5,190.0,180.5,187.845,,,175.5,166.07,,2022
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MA,MATERIAL SCIENCE AND ENGINEERING (SS),191.5,188.0,185.0,187.5,,,173.5,171.0,,2022
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",IT,INFORMATION TECHNOLOGY,191.5,189.5,187.0,186.5,,,165.315,106.0,155.5,2022
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IE,INDUSTRIAL ENGINEERING,191.5,188.0,182.5,185.0,,,175.0,184.5,161.5,2022
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai-Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram District 602105",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,191.5,189.0,179.5,183.5,,,161.5,,112.5,2022
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai-Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram District 602105",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,191.5,190.5,184.0,183.0,,,166.0,121.5,,2022
4974,"Government College of Engineering, Tirunelveli District 627007",CS,COMPUTER SCIENCE AND ENGINEERING,191.5,186.0,188.295,182.0,,,175.0,153.22,,2022
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,191.5,190.0,183.5,186.0,,,152.5,154.0,144.0,2022
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AU,AUTOMOBILE ENGINEERING,191.5,187.0,180.0,185.5,,,172.5,165.0,,2022
3,"School of Architecture and Planning, Anna University,Chennai 600025",BP,B.Plan,191.465,186.095,183.5,180.0,,,169.55,142.5,181.0,2022
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",SC,Computer Science and Engineering (Cyber Security),191.0,190.44,184.0,185.5,,,159.5,124.0,161.0,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MF,MECHANICAL ENGINEERING (SS),191.0,189.5,188.0,185.0,,,169.0,161.0,,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ES,ELECTRICAL AND ELECTRONICS (SANDWICH) (SS),191.0,189.5,190.0,182.325,,,162.175,170.0,165.0,2022
1450,"Loyola ICAM College of Engineering and Technology, Loyola College Campus, Nungambakkam, Chennai 600034",CS,COMPUTER SCIENCE AND ENGINEERING,191.0,188.0,189.0,187.5,,,171.5,183.99,154.5,2022
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,191.0,189.33,190.0,188.5,,,164.0,134.5,,2022
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",CS,COMPUTER SCIENCE AND ENGINEERING,190.67,188.0,180.0,181.0,,,134.0,128.0,152.5,2022
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",FS,FOOD TECHNOLOGY (SS),190.505,187.0,189.5,185.5,,,170.295,168.5,165.0,2022
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,190.5,189.0,188.0,185.845,,,163.0,,,2022
1419,"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",CS,COMPUTER SCIENCE AND ENGINEERING,190.0,186.5,184.5,182.0,,,161.0,,,2022
5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,190.0,188.5,187.0,186.5,,,170.5,93.0,145.5,2022
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,190.0,188.0,184.38,184.0,,,162.0,101.0,,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CN,CIVIL ENGINEERING (SS),190.0,189.0,172.385,177.5,,,166.37,147.5,,2022
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,190.0,187.5,181.34,182.0,,,161.5,,,2022
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",CS,COMPUTER SCIENCE AND ENGINEERING,190.0,187.5,182.5,181.0,,,137.0,139.5,165.0,2022
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu District 603110",CH,CHEMICAL ENGINEERING,190.0,188.72,186.0,184.615,,,165.5,155.0,,2022
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,190.0,190.0,186.5,186.0,,,163.0,118.5,,2022
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CL,CHEMICAL ENGINEERING (SS),190.0,189.0,179.0,185.0,,,171.5,151.0,,2022
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,190.0,188.5,183.645,183.955,,,157.5,130.0,,2022
1317,"St. Josephâ€™s College of Engineering (Autonomous), Old Mahabalipuram Road (OMR), Chennai 600 119",CS,COMPUTER SCIENCE AND ENGINEERING,190.0,187.5,187.0,184.5,,,161.5,,132.0,2022
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",AL,Artificial Intelligence and Machine Learning,190.0,187.0,178.0,182.0,,,161.5,,115.5,2022
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MI,MINING ENGINEERING,189.615,182.67,182.41,179.66,,,174.5,159.5,130.0,2022
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",MZ,Mechatronics Engineering,189.5,186.5,187.965,184.5,,,160.5,132.0,,2022
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai-Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram District 602105",BT,BIO TECHNOLOGY,189.5,183.0,177.5,163.5,,,159.0,,,2022
1304,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089",CS,COMPUTER SCIENCE AND ENGINEERING,189.5,185.5,186.0,184.0,,,162.5,108.0,,2022
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,INFORMATION TECHNOLOGY,189.5,187.725,182.315,183.0,,,168.0,143.0,,2022
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MN,MANUFACTURING ENGINEERING,189.5,185.95,186.5,182.5,,,177.0,155.5,,2022
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",ME,MECHANICAL ENGINEERING,189.5,186.0,183.5,181.405,,,165.03,148.0,145.5,2022
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",MG,MECHATRONICS (SS),189.5,187.5,188.0,185.0,,,158.5,158.0,,2022
1304,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,189.3333333,185.0,179.0,177.5,,,167.5,136.0,,2022
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",CS,COMPUTER SCIENCE AND ENGINEERING,189.0,182.78,183.5,178.56,,,132.5,,159.5,2022
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",CE,CIVIL ENGINEERING,189.0,184.5,,182.5,,,160.175,161.985,,2022
1432,"Rajalakshmi Institute of Technology, Irulapalayam, Kuthampakkam Post, Kancheepuram District, Chennai 600124",CS,COMPUTER SCIENCE AND ENGINEERING,189.0,182.0,183.5,180.0,,,135.5,,,2022
2722,"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,189.0,184.955,183.0,178.605,,,156.0,129.0,,2022
2722,"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",CS,COMPUTER SCIENCE AND ENGINEERING,189.0,186.0,182.5,182.0,,,145.5,144.0,99.0,2022
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",PR,PRODUCTION ENGINEERING,189.0,184.55,184.0,181.5,,,172.0,164.0,168.0,2022
