College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,RA,ROBOTICS AND AUTOMATION (SS),195.5,194.5,195.5,193.5,,,187,183,
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,195.5,194,194,193.5,,,187,194.5,189.5
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,195.5,195,194.5,193,,,187.5,184.5,175.5
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,IM,INFORMATION TECHNOLOGY (SS),195.5,195,194.5,194.5,,,185.5,182,180.5
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),195.5,195,195,193,,,185,,
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,BY,BIO MEDICAL ENGINEERING (SS),195.0,192,193,193,,,182.5,168,
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,CE,CIVIL ENGINEERING,195.0,192,190,193.5,,,186,176,
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,IT,INFORMATION TECHNOLOGY,195.0,193.5,193,193,,,186.5,182,190.5
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Rajiv Gandhi Salai (OMR), Kalavakkam,Kanchipuram District-603110.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,195.0,194.5,193.5,192.5,,,182,159,168.5
2377,"PSG Institute of Technology and Applied Research, Avinashi Road,Neelambur, Sulur,Coimbatore -641062.",AD,Artificial Intelligence and Data Science,195.0,193.5,195,192.5,,,184.5,177,168
2377,"PSG Institute of Technology and Applied Research, Avinashi Road,Neelambur, Sulur,Coimbatore -641062.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,195.0,194,192.5,192.5,,,181.5,180.5,163
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Rajiv Gandhi Salai (OMR), Kalavakkam,Kanchipuram District-603110.",CJ,M.Tech. Computer Science and Engineering (Integrated 5 years),195.0,194,194.5,192.5,,,183,161,
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),195.0,194,194,193.5,,,185,182.5,
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,ME,MECHANICAL ENGINEERING,194.5,192.5,193.5,192.5,,,187,182.5,184.5
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,CM,COMPUTER SCIENCE AND ENGINEERING (SS),194.5,193,192,192,,,182,179.5,166
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti, Coimbatore-641049.",CS,COMPUTER SCIENCE AND ENGINEERING,194.0,192.5,192,191,,,177.5,176,171
5012,Central Electrochemical Research Institute CECRI) Karaikudi Sivagangai District 630006,CC,CHEMICAL AND ELECTRO CHEMICAL ENGINEERING (SS),194.0,192,190,191,,,190,157.5,
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,CS,COMPUTER SCIENCE AND ENGINEERING,194.0,191,191,188.5,,,172,131.5,140
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,RA,ROBOTICS AND AUTOMATION (SS),194.0,192,190,190,,,177,168.5,
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,IM,INFORMATION TECHNOLOGY (SS),193.5,191.5,191,189.5,,,179.5,163,157.5
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,193.5,192.5,190.5,192,,,180,179,
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,CG,Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),193.0,191.5,191,190.5,,,179,163,161
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),193.0,192,191,191,,,180.5,170.5,155.5
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti, Coimbatore-641049.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,193.0,191.5,190,190,,,172,167.5,140
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ME,MECHANICAL ENGINEERING,193.0,191,192,190,,,179.5,185.5,181
2377,"PSG Institute of Technology and Applied Research, Avinashi Road,Neelambur, Sulur,Coimbatore -641062.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,193.0,191,191,188.5,,,175.5,152.5,
2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,CS,COMPUTER SCIENCE AND ENGINEERING,193.0,191,191,191.5,,,181,188,169
1414,"Prince Shri Venkateshwaraa Padmavathy Engineering College (Autonomous), Medavakkam - Mambakkam Road, Ponmar, Kanchipuram, Chennai-600127.",CS,COMPUTER SCIENCE AND ENGINEERING,193.0,191,192,190,,,187,,185.5
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,193.0,190.5,190,189,,,176,149.5,143.5
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,192.5,191,191.5,191,,,180.57,176.5,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,BS,BIO TECHNOLOGY (SS),192.5,187.5,188.5,184,,,163.5,186.5,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti, Coimbatore-641049.",IT,INFORMATION TECHNOLOGY,192.5,191.5,191.5,189.5,,,175,158,168.5
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,CH,CHEMICAL ENGINEERING,192.5,190.5,190,189.5,,,181.5,180.5,159
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti, Coimbatore-641049.",AD,Artificial Intelligence and Data Science,192.5,191.5,188,189.5,,,176.5,174.5,
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,192.5,191,189,190.5,,,179.5,154.5,
4974,Government College of Engineering Tirunelveli District 627007,CS,COMPUTER SCIENCE AND ENGINEERING,192.0,188,191.5,186,,,183,153.5,154.5
2718,"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",CS,COMPUTER SCIENCE AND ENGINEERING,192.0,190,187,188,,,169.5,157,160.5
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,IB,INDUSTRIAL BIO TECHNOLOGY,192.0,188,190.5,189,,,174,167.5,
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Rajiv Gandhi Salai (OMR), Kalavakkam,Kanchipuram District-603110.",ME,MECHANICAL ENGINEERING,192.0,190.5,190,189.5,,,175.5,156.5,159.5
1414,"Prince Shri Venkateshwaraa Padmavathy Engineering College (Autonomous), Medavakkam - Mambakkam Road, Ponmar, Kanchipuram, Chennai-600127.",IT,INFORMATION TECHNOLOGY,192.0,188.5,183,188,,,121,,
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),192.0,190.5,189,189.5,,,176.5,170.5,
1442,"Prince Dr. K. Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai-600127.",AD,Artificial Intelligence and Data Science,192.0,190.5,185.5,188.5,,,185,,
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,MI,MINING ENGINEERING,191.5,186.5,186,189.5,,,181,164.5,
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",CS,COMPUTER SCIENCE AND ENGINEERING,191.5,188,188.5,185.5,,,169,125.5,159.5
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,AD,Artificial Intelligence and Data Science,191.5,189.5,190,187,,,176.5,127.5,140
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CE,CIVIL ENGINEERING,191.5,190,186.5,187.5,,,177,178.5,
2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,191.5,190,189.5,190.5,,,177.5,163,169
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,CW,Computer Science and Business System (SS),191.5,190,190.5,187,,,175,173.505,140.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,AU,AUTOMOBILE ENGINEERING,191.5,189,189,187.5,,,179.5,164,
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202.",CS,COMPUTER SCIENCE AND ENGINEERING,191.0,188,179,181,,,156,133.5,155
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,CS,COMPUTER SCIENCE AND ENGINEERING,191.0,189,190,189,,,175.5,157,
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,IT,INFORMATION TECHNOLOGY,191.0,190,190,187.5,,,170,154,128
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Rajiv Gandhi Salai (OMR), Kalavakkam,Kanchipuram District-603110.",BM,BIO MEDICAL ENGINEERING,191.0,189,190.5,187,,,167,166.5,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,IY,INSTRUMENTATION AND CONTROL ENGINEERING (SS),191.0,189.5,185.5,188.5,,,180,170.155,121
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,GI,GEO INFORMATICS,191.0,188,189,186,,,177,175,
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,190.5,188,183.5,189,,,173.5,157.5,160
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Rajiv Gandhi Salai (OMR), Kalavakkam,Kanchipuram District-603110.",CH,CHEMICAL ENGINEERING,190.5,187.5,189.5,187.5,,,168.5,135,158
2710,"Karpagam College of Engineering (Autonomous), S.F.No.758,759,760 Othakkal Mandapam, Coimbatore -641032.",AD,Artificial Intelligence and Data Science,190.5,186,177,186.5,,,160.5,163,158.5
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,IS,INDUSTRIAL BIO TECHNOLOGY (SS),190.5,187,189.5,182,,,179.5,161.5,
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,IE,INDUSTRIAL ENGINEERING,190.5,186,186,185,,,176.5,163.5,167
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),190.5,189,189.5,186.5,,,171.5,158,142.5
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",CS,COMPUTER SCIENCE AND ENGINEERING,190.5,188,188,186,,,169,171.5,153
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),190.5,190,186.5,187,,,174.5,148.5,
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,SC,Computer Science and Engineering (Cyber Security),190.5,189,189.185,186.5,,,174,155.5,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MF,MECHANICAL ENGINEERING (SS),190.0,189.5,190,188,,,175.5,173,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ES,ELECTRICAL AND ELECTRONICS (SANDWICH) (SS),190.0,188.5,188,184.5,,,170.5,160,
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",CS,COMPUTER SCIENCE AND ENGINEERING,190.0,186.5,182,183,,,163,162,148
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,CL,CHEMICAL ENGINEERING (SS),190.0,187,189.5,186,,,177,164.5,148.5
2718,"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,190.0,188.5,186.5,186,,,162.5,149,149
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti, Coimbatore-641049.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,190.0,188,186,185.5,,,162,151.5,144
2718,"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",AD,Artificial Intelligence and Data Science,190.0,188.5,185.5,187,,,167.5,166,144
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,190.0,189,189.5,187.5,,,170.5,,138.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,BY,BIO MEDICAL ENGINEERING (SS),190.0,186.5,188,183,,,161,165,178.5
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,189.5,188,185.5,188,,,178.5,152.5,
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,EA,Electronics and Communication (Advanced Communication Technology),189.5,188.5,188.5,187,,,170,160.5,
2718,"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",IT,INFORMATION TECHNOLOGY,189.5,188,185.5,186,,,160.5,151,149.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,MA,MATERIAL SCIENCE AND ENGINEERING (SS),189.5,186,189,185,,,175,157.5,
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ME,MECHANICAL ENGINEERING,189.0,185,187,184,,,171.5,175,
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,189.0,187.5,188.5,185,,,167.92,,124
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,EV,Electronics Engineering (VLSI Design and Technology),189.0,188,189,185.5,,,166.26,164.5,
1450,"Loyola-ICAM College of Engineering and Technology, Loyola College Campus, Chennai-600034.",CS,COMPUTER SCIENCE AND ENGINEERING,189.0,184.5,184.5,184.5,,,173.5,141,108
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,AD,Artificial Intelligence and Data Science,189.0,181.5,180,181,,,176,166.5,
2710,"Karpagam College of Engineering (Autonomous), S.F.No.758,759,760 Othakkal Mandapam, Coimbatore -641032.",CS,COMPUTER SCIENCE AND ENGINEERING,189.0,185.5,185,184,,,160,172,
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CH,CHEMICAL ENGINEERING,189.0,185,184.5,182.5,,,173,169,179
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,MN,MANUFACTURING ENGINEERING,188.585,184,186.5,184.5,,,175,164,168.5
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,188.5,186,184,182.5,,,168,110.5,132.5
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",IT,INFORMATION TECHNOLOGY,188.5,186,185,183,,,167.5,139.5,161
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Rajiv Gandhi Salai (OMR), Kalavakkam,Kanchipuram District-603110.",CE,CIVIL ENGINEERING,188.5,185,188,183,,,166.5,126,
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,PR,PRODUCTION ENGINEERING,188.5,183.5,186,183,,,178.5,167,
2718,"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",SC,Computer Science and Engineering (Cyber Security),188.5,187.5,184.5,184.5,,,160,166,137.5
2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,188.5,186,183.5,186,,,173,164,
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,CS,COMPUTER SCIENCE AND ENGINEERING,188.5,185,,184,,,173.5,,154
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,XC,CIVIL ENGINEERING (TAMIL MEDIUM),188.405,179,181,181.5,,,167,156.5,
1432,"Rajalakshmi Institute of Technology (Autonomous), Bangalore Highway Road, Kuthambakkam, Chennai-600124.",CS,COMPUTER SCIENCE AND ENGINEERING,188.3333333,184,182,181,,,158.5,117,143.5
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",AD,Artificial Intelligence and Data Science,188.0,185,186,182,,,168.5,146.5,156.5
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,BM,BIO MEDICAL ENGINEERING,188.0,184.5,183,185,,,169,146,
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202.",IT,INFORMATION TECHNOLOGY,188.0,186.5,181.5,179.5,,,142.5,140.5,
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,MG,MECHATRONICS (SS),188.0,186.5,181.5,181.5,,,156,125,
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,ME,MECHANICAL ENGINEERING,188.0,186,182.5,184,,,169,163,
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",CS,COMPUTER SCIENCE AND ENGINEERING,188.0,184,177.5,183,,,167.5,129,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti, Coimbatore-641049.",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,188.0,184.5,182,179.5,,,160.5,135,
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,188.0,185.5,183,181.5,,,164.5,150,128.5
2377,"PSG Institute of Technology and Applied Research, Avinashi Road,Neelambur, Sulur,Coimbatore -641062.",ME,MECHANICAL ENGINEERING,188.0,185.5,184.5,182.5,,,170,130,
2377,"PSG Institute of Technology and Applied Research, Avinashi Road,Neelambur, Sulur,Coimbatore -641062.",IC,INSTRUMENTATION AND CONTROL ENGINEERING,188.0,185,188,184,,,159,162,
2718,"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,187.5,186,,183.5,,,156.5,144.135,
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,IT,INFORMATION TECHNOLOGY,187.5,181,179,182,,,176,157.5,
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),187.5,185.5,186,180,,,155.5,149.5,158
2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",CS,COMPUTER SCIENCE AND ENGINEERING,187.5,184,181.5,182.5,,,142.5,115,112
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,MZ,Mechatronics Engineering,187.5,186,184.5,185,,,165.5,143,
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",IT,INFORMATION TECHNOLOGY,187.5,186.5,183.5,184,,,160.5,131,125.5
4974,Government College of Engineering Tirunelveli District 627007,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,187.5,183.5,185.5,180.5,,,170.5,145,161
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),187.5,179.5,186,179,,,163.5,,158.5
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,CS,COMPUTER SCIENCE AND ENGINEERING,187.5,182.5,183,183.5,,,174,164.5,164
1432,"Rajalakshmi Institute of Technology (Autonomous), Bangalore Highway Road, Kuthambakkam, Chennai-600124.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,187.5,184,179,179,,,163,107,
